title,url
Work-in-Progress: Closing the Gaps: Diversity in Programming Education,https://ieeexplore.ieee.org/document/9454035/
Towards an Integrative Learning Environment for Java Programming,http://ieeexplore.ieee.org/document/7265253/
Does Bilingual Specification impact students' comprehension of problems in Introductory Programming?,https://dl.acm.org/doi/10.1145/3627217.3627237
Foreword to the special issue on empirical research in requirements engineering,http://link.springer.com/10.1007/s10664-018-9624-7
Implementation and Evaluation of Digital E-Lecture Annotation in Learning Groups to Foster Active Learning,http://ieeexplore.ieee.org/document/7018078/
Assembly Academy: Using Video Games and Virtual Robots to Teach Assembly Programming,https://ieeexplore.ieee.org/document/10260939/
Dynamic Programming Principles for Mean-Field Controls with Learning,https://pubsonline.informs.org/doi/10.1287/opre.2022.2395
Digital case-based learning system in school,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85033458079&doi=10.1371%2fjournal.pone.0187641&partnerID=40&md5=dd70e42b92ec707d79c6a840eda48444
Method for solving constrained 0-1 quadratic programming problems based on pointer network and reinforcement learning,https://link.springer.com/10.1007/s00521-022-07604-8
Teaching programming: A mind map based methodology to improve learning outcomes,http://ieeexplore.ieee.org/document/8320192/
Inquiry-Based Python Programming at Secondary Schools,https://ieeexplore.ieee.org/document/9245275/
"Non-Native English Speakers Learning Computer Programming: Barriers, Desires, and Design Opportunities",https://dl.acm.org/doi/10.1145/3173574.3173970
A Reinforcement Learning-assisted Genetic Programming Algorithm for Team Formation Problem Considering Person-Job Matching,https://arxiv.org/abs/2304.04022
Design and Development of a Text Programming Teaching System for Primary school Students,https://doi.org/10.1145/3572549.3572589
Comment on “A Social Network Based Process to Minimize In-Group Biasedness During Requirement Engineering”,https://ieeexplore.ieee.org/document/9405632/
Evolution of Software Testing Strategies and Trends: Semantic Content Analysis of Software Research Corpus of the Last 40 Years,https://ieeexplore.ieee.org/document/9910177/
Using virtual reality for scaffolding computer programming learning,https://doi.org/10.1145/3139131.3141225
A study on the most popular questions about concurrent programming,https://doi.org/10.1145/2846680.2846687
Pragmatic Python Programming: Learning Python the Smart Way,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85152843531&doi=10.1007%2f978-1-4842-8152-9&partnerID=40&md5=ede6802382113e8a281bcca078af402f
Scaffolding to Support Humanities Students Programming in a Human Language Context,https://dl.acm.org/doi/10.1145/3587103.3594157
A method for automatic Input Forms Generation of C Programming Learning Environment on Web,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85077319779&doi=10.11309%2fjssst.36.4_18&partnerID=40&md5=3cfc63697775d67955196b975ff1d418
A domain-specific language for automatic generation of checkers,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84966539545&doi=10.1109%2fICODSE.2015.7436963&partnerID=40&md5=8b38b75da277a83b4b71d1cc1984a3c0
Distributionally Robust Risk Map for Learning-Based Motion Planning and Control: A Semidefinite Programming Approach,https://ieeexplore.ieee.org/document/9888786/
Industry perceptions of the competencies needed by novice software tester,https://link.springer.com/10.1007/s10639-023-12055-2
Analysis of the essential factors for the adoption of mobile learning in higher education: A case study of students of the University of Technology,https://www.sciencedirect.com/science/article/pii/S0736585317302277
COOL: A Constraint Object-Oriented Logic Programming Language and its Neural-Symbolic Compilation System,https://arxiv.org/abs/2311.03753
Does syntax highlighting help programming novices?,http://link.springer.com/10.1007/s10664-017-9579-0
A descriptive framework for the field of knowledge management,https://link.springer.com/10.1007/s10115-020-01492-x
Dyadic instruction for middle school students: Liking promotes learning,https://www.sciencedirect.com/science/article/pii/S1041608015300054
A visual code programming learning system for children,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85114506193&doi=10.24507%2ficicelb.12.10.909&partnerID=40&md5=12886a1c80cf46c9364a68dc805b546b
Toward a Simple Design and Manufacturing Pipeline for Additive Manufacturing,https://ieeexplore.ieee.org/document/9502115/
Difficulties in Learning Structured Programming: A Case Study in UTP,https://ieeexplore.ieee.org/document/8467151/
Coding with Pediatric Patients at King's College Hospital: Experience from a London Hospital,https://www.sciencedirect.com/science/article/pii/S1939865416301254
Value trace problems with assisting references for Python programming self-study,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85108584553&doi=10.1108%2fIJWIS-03-2021-0025&partnerID=40&md5=440420d624ba7af7be2c6f31001881d0
Collaborative Learning in Computer Programming Courses That Adopted the Flipped Classroom,http://ieeexplore.ieee.org/document/7126260/
Alice in Oman: A study on object-first approaches in computer science education,http://link.springer.com/10.1007/s10639-016-9499-4
"EFL Students’ Perception of Emergency Remote Learning: Associations with Teachers’ Behavior, Teaching Content, Learning Process and Learning Achievements",https://dl.acm.org/doi/10.1145/3543321.3543354
A Program Logic for Reasoning About C11 Programs With Release-Sequences,https://ieeexplore.ieee.org/document/9200342/
How do students'roles in collaborative learning affect collaborative problem-solving competency? A systematic review of research,https://www.sciencedirect.com/science/article/pii/S1871187123001918
Detecting and refactoring code smells in spreadsheet formulas,http://link.springer.com/10.1007/s10664-013-9296-2
Strengthening the learning of programming in the first year through the use of Lego robots,https://ieeexplore.ieee.org/document/9073959/
Visual Programming for Teaching Geometry in Architectural Education,https://link.springer.com/10.1007/978-3-031-13588-0_84
Student understanding of the C++ notional machine through traditional teaching with conceptual contraposition and program memory tracing,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84961933701&doi=10.1109%2fCLEI.2015.7360049&partnerID=40&md5=0021c03fb4c608d6f8d9bcf5d8a23da9
Improving CS1 Programming Learning with Visual Execution Environments,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85175057759&doi=10.3390%2finfo14100579&partnerID=40&md5=51bfad992488f20aadfe6ec636c4221d
The Effects of a Visual Execution Environment and Makey Makey on Primary School Children Learning Introductory Programming Concepts,https://ieeexplore.ieee.org/document/9274297/
Empowering Deep Thinking to Support Critical Thinking in Teaching and Learning,https://doi.org/10.1145/2890602.2890606
Application for Python Programming Language Education Developed by Unity Engine,https://ieeexplore.ieee.org/document/9925955/
Element Fill-in-Blank Problems in Python Programming Learning Assistant System,https://ieeexplore.ieee.org/document/9261778/
Engineering Meaningful Computing Education: Programming Learning Experience Model,https://ieeexplore.ieee.org/document/8978920/
An Assessment of Learning Content Model for Introductory Programming in Higher Education,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85109195720&partnerID=40&md5=2c99b0197e0f806fde0c5b2341bddf7a
Assessing Python Programming Through Personalised Learning Styles Model,http://link.springer.com/10.1007/978-981-33-4069-5_13
Sequential and Global Learning Styles as Pathways to Improve Learning in Programming,http://link.springer.com/10.1007/978-981-10-8276-4_1
Teaching software engineering as programming over time,https://dl.acm.org/doi/10.1145/3528231.3528353
Introducing gamification in introductory programming courses,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85120692804&doi=10.34190%2fGBL.21.128&partnerID=40&md5=42968f63cc7272f9e35b37e85640353c
Back to the future: origins and directions of the “Agile Manifesto” – views of the originators,https://jserd.springeropen.com/articles/10.1186/s40411-018-0059-z
Students' Background Knowledge Influence on Learning Computer Programming,https://ieeexplore.ieee.org/document/9530882/
Analysis of Students' Pre-Knowledge of Computer Programming over Time,https://ieeexplore.ieee.org/document/10181910/
Optimal Power Flow Problem Solution Through a Matheuristic Approach,https://ieeexplore.ieee.org/document/9448218/
Structural neuroplasticity in computer programming beginners,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85159246305&doi=10.1093%2fcercor%2fbhac425&partnerID=40&md5=3d4a0a37bf2bb5f69ee178daf6cf0d48
FunPlogs – A Serious Puzzle Mini-game for Learning Fundamental Programming Principles Using Visual Scripting,http://link.springer.com/10.1007/978-3-030-33720-9_38
Hierarchical Combination of Deep Reinforcement Learning and Quadratic Programming for Distribution System Restoration,https://ieeexplore.ieee.org/document/10051723/
PCEX: Interactive Program Construction Examples for Learning Programming,https://dl.acm.org/doi/10.1145/3279720.3279726
Learning to communicate computationally with Flip: A bi-modal programming language for game creation,https://linkinghub.elsevier.com/retrieve/pii/S036013151400195X
Integrating Programming Learning Analytics Across Physical and Digital Space,https://ieeexplore.ieee.org/document/7918521/
Enriching programming content semantics: An evaluation of visual analytics approach,https://www.sciencedirect.com/science/article/pii/S0747563216307105
A Study of Grammar-Concept Understanding Problem for Python Programming Learning,https://ieeexplore.ieee.org/document/9754882/
Factors influencing younger adolescents’ intention to use game-based programming learning: A multigroup analysis,https://link.springer.com/10.1007/s10639-022-10973-1
Barrier Certified Safety Learning Control: When Sum-of-Square Programming Meets Reinforcement Learning,https://ieeexplore.ieee.org/document/9966192/
Creating different learning experiences: assessment of usability factors in an interactive three-dimensional holographic projection system for experiential learning,http://link.springer.com/10.1007/s10209-019-00671-0
A Task-Oriented General-Purpose Distributed Computing System Based on CLTS Scheduling Algorithm,https://ieeexplore.ieee.org/document/10190362/
"Coding, the new literacy: Thinking-oriented programing learning e-book",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85014251350&doi=10.1007%2f978-3-319-52836-6_4&partnerID=40&md5=220e30830a77d994ef55372b0df106f7
Developing a self-regulated oriented online programming teaching and learning system,http://ieeexplore.ieee.org/document/7062599/
Enhancing Students’ Learning Outcomes of a STEAM Permutations Course Through a Game Based Visual Programming Environment with Qualifying Rank Strategy,http://link.springer.com/10.1007/978-3-030-63885-6_11
Schema Theory-Based Data Engineering in Gene Expression Programming for Big Data Analytics,https://ieeexplore.ieee.org/document/8187687/
Development of Cognitive Training Program With EEG Headset,https://ieeexplore.ieee.org/document/8815689/
SAUCE: A web application for interactive teaching and learning of parallel programming,https://linkinghub.elsevier.com/retrieve/pii/S0743731517300060
Teaching Computer Programming as Well-Defined Domain for Beginners with Protoboard,http://link.springer.com/10.1007/978-3-030-45691-7_25
Comparison of block-based and hybrid-based environments in transferring programming skills to text-based environments,
Social-media based assessment of academic programs,https://www.sciencedirect.com/science/article/pii/S0191491X18303869
Logic Programming and Reasoning Puzzles,https://ieeexplore.ieee.org/document/9820010/
Uncovering reviewing and reflecting behaviors from paper-based formal assessment,https://doi.org/10.1145/3027385.3027415
Gamification for Engaging Computer Science Students in Learning Activities: A Case Study,https://ieeexplore.ieee.org/document/6827214/
Impact of Programming Language Skills in Programming Learning,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85147435461&doi=10.1109%2fMCSoC57363.2022.00050&partnerID=40&md5=47ee905697b2b2bc5d50819bb8b74aa1
Online Instructor Clusters: Implementation Frequency of Instructional Activities,https://link.springer.com/10.1007/s10639-023-11721-9
“I Show You How I Solved It!”: Empowering Novice University Students to Learn Programming and Mathematics Through Self-produced Videos to Potentially Teach to Their Peers,https://link.springer.com/10.1007/978-3-031-18123-8_20
Stress in teaching professionals across Europe,https://www.sciencedirect.com/science/article/pii/S0883035519327090
"Personalization, Cognition, and Gamification-based Programming Language Learning: A State-of-the-Art Systematic Literature Review",https://arxiv.org/abs/2309.12362
An extension of statement fill-in-blank problem in Java programming learning assistant system,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84964940306&doi=10.1109%2fGCCE.2015.7398543&partnerID=40&md5=de0bf830a2337f8128e07b43469c5bdb
A proposal of software architecture for Java programming learning assistant system,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85019661967&doi=10.1109%2fAINA.2017.56&partnerID=40&md5=6f964c0f49b1785f5ace3919af3035fb
A Proposal of Statement Fill-in-Blank Problem in Java Programming Learning Assistant System,http://ieeexplore.ieee.org/document/7373909/
Maximum Clique Algorithm and Its Approximation for Uniform Test Form Assembly,http://ieeexplore.ieee.org/document/6701350/
Learning a programming language,http://journals.sagepub.com/doi/10.1177/0020720918773975
Different roles of agents in personalized programming learning environment,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84901311714&doi=10.1007%2f978-3-662-43454-3_17&partnerID=40&md5=7c764628945e7d3443c07565d0eaa0c0
Development of Web-Based Programming Learning Support System with Graph Drawing of Mathematics as a Learning Task,https://ieeexplore.ieee.org/document/8992619/
Integrating Data Structures and Algorithms in K-12 Education using Block-based Programming,https://ieeexplore.ieee.org/document/10125165/
Integrating Data Structures and Algorithms in K-12 Education using Block-based Programming,https://arxiv.org/abs/2302.11659
Formative Assessment as a Learning Method for Introductory Programming,https://doi.org/10.1145/3555009.3555033
Programming Languages in Education: 50 Years of Evolution as Evidenced by Literature,https://doi.org/10.1145/3545947.3576330
Evaluating user acceptance of knowledge-intensive business process modeling languages,https://link.springer.com/10.1007/s10270-023-01120-6
Common C++ Pointer Misconceptions: Essence and Treatment,
Teaching technology with technology: approaches to bridging learning and teaching gaps in simulation-based programming education,https://educationaltechnologyjournal.springeropen.com/articles/10.1186/s41239-019-0159-9
Improving Teaching and Learning Computer Programming in Schools through Educational Software,https://ioinformatics.org/journal/v11_2017_55_75.pdf
K-5 Teachers' Uses of Levels of Abstraction Focusing on Design,https://doi.org/10.1145/3137065.3137068
Incorporating desire and persistence into understanding Gen Z learners’ continuance intention toward using Youtube for learning in digital learning context,https://link.springer.com/10.1007/s10639-023-12202-9
SQL-Wordle: Gamification of SQL Programming Exercises,https://doi.org/10.1145/3617650.3624949
An Analysis on Python Programming Language Demand and Its Recent Trend in Bangladesh,https://dl.acm.org/doi/10.1145/3373509.3373540
User Interface Sketch for the Development of Algorithmic Thinking with Augmented Reality,https://doi.org/10.1145/3233824.3233843
Allegories for learning abstract programming concepts,https://doi.org/10.1145/2632320.2632326
Exploring the Usability of Web-Based Java Compiler as a Learning Tool,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85121650373&doi=10.1007%2f978-3-030-91540-7_18&partnerID=40&md5=b783fea54efd5968180e746e97ddc9df
Study on QoS Routing Optimization Algorithms for Smart Ocean Networks,https://ieeexplore.ieee.org/document/10192415/
Discovering the Syntax and Strategies of Natural Language Programming with Generative Language Models,https://dl.acm.org/doi/10.1145/3491102.3501870
Data-driven adaptive dynamic programming schemes for non-zero-sum games of unknown discrete-time nonlinear systems,https://www.sciencedirect.com/science/article/pii/S0925231217315254
Lightweight three-factor authentication and key agreement protocol for internet-integrated wireless sensor networks,http://ieeexplore.ieee.org/document/7870585/
Research on the Influence of Technology-Enhanced Interactive Strategies on Programming Learning,https://ieeexplore.ieee.org/document/9201627/
Influence of Grouping Strategies for Cooperative Learning on the Learning Outcome of Programming Course,https://doi.org/10.1145/3572549.3572612
Collaborative strategy with augmented reality for the development of algorithmic thinking,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85058525986&doi=10.1007%2f978-3-030-05270-6_6&partnerID=40&md5=fe5e2c72afc779a9c5f2cea34e285af7
ComQA: Question Answering Over Knowledge Base via Semantic Matching,https://ieeexplore.ieee.org/document/8721057/
Teach AI How to Code: Using Large Language Models as Teachable Agents for Programming Education,https://arxiv.org/abs/2309.14534
A Proposal of Hint Function for Java Programming Learning Assistant System,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85176436056&doi=10.18178%2fijiet.2023.13.11.1995&partnerID=40&md5=687ca6a4ee5ba082c8508e6874126d04
A Proposal of Mistake Correction Problem for Debugging Study in C Programming Learning Assistant System,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85139160935&doi=10.18178%2fijiet.2022.12.11.1733&partnerID=40&md5=ff880c371a810034c315276e06952d2c
Using a scenario-based learning with robots to increase the programming interest,https://doi.org/10.1145/2669711.2669891
Towards Giving Timely Formative Feedback and Hints to Novice Programmers,https://doi.org/10.1145/3571785.3574124
Virtual Reality in Computer Science Education: A Systematic Review,https://doi.org/10.1145/3385956.3418947
Program Wars: A Card Game for Learning Programming and Cybersecurity Concepts,https://doi.org/10.1145/3287324.3287496
Teaching Java Programming on Smartphone-pedagogy and Innovation; Proposal of its Ontology Oriented Implementation,https://www.sciencedirect.com/science/article/pii/S1877042815005789
Mastering the Learning Curve for Robotic-Assisted Coronary Artery Bypass Surgery,https://www.sciencedirect.com/science/article/pii/S0003497523001716
A mobile-device based serious gaming approach for teaching and learning Java programming,http://ieeexplore.ieee.org/document/7044206/
The role of basic mathematics concepts in programming teaching and learning,https://doi.org/10.1145/3362789.3362933
Improving Computational Thinking Using Follow and Give Instructions,https://doi.org/10.1145/3144826.3145351
Building Skills in Introductory Programming,https://doi.org/10.1145/3284179.3284190
Teaching Programming Using Cultural Viewpoint Metaphors Resignification,https://doi.org/10.1145/3488392.3488395
Research on the Improvement of Teachers' Computational Thinking Teaching Ability Based on STEM86 Platform,https://doi.org/10.1145/3514262.3514311
Developing an Assessment to Profile Students based on their Understanding of the Variable Programming Concept,https://doi.org/10.1145/3341525.3387400
Structure-based prediction of transcription factor binding sites,http://ieeexplore.ieee.org/document/6961027/
Challenges faced in running ‘Train the Trainers’ program by industry professionals and possible solutions,https://www.sciencedirect.com/science/article/pii/S187705092031423X
Interactive learning environment for practical programming language based on web service,http://ieeexplore.ieee.org/document/7760705/
Elicast: embedding interactive exercises in instructional programming screencasts,https://doi.org/10.1145/3231644.3231657
A user study for evaluation of formal verification results and their explanation at Bosch,https://link.springer.com/10.1007/s10664-023-10353-4
A new way of teaching programming skills to K-12 students: Code.org,https://www.sciencedirect.com/science/article/pii/S0747563215004288
A Survey on Data Plane Flexibility and Programmability in Software-Defined Networking,https://ieeexplore.ieee.org/document/8685098/
Test for assessing coding skills in early childhood,https://link.springer.com/10.1007/s10639-021-10803-w
Prototyping and Evaluation of Programming Learning Support System with Function for Switching Display Language,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85133154897&doi=10.1109%2fIIAI-AAI53430.2021.00023&partnerID=40&md5=b7f6c9f5d39d34a98ee075f07f84b70c
Pedagogy of teaching introductory text‐based programming in terms of computational thinking concepts and practices,https://onlinelibrary.wiley.com/doi/10.1002/cae.22374
Escape from the Python's Den: An Educational Game for Teaching Programming to Younger Students,https://dl.acm.org/doi/10.1145/3299815.3314477
First Steps Towards Automatically Defining the Difficulty of Maze-Based Programming Challenges,https://ieeexplore.ieee.org/document/9410541/
From One Language to the Next: Applications of Analogical Transfer for Programming Education,https://dl.acm.org/doi/10.1145/3487051
A Visual Programming Environment for Describing Complex Big Data Functions,https://dl.acm.org/doi/10.1145/3625156.3625166
Web Based Algorithm Exercise and Assessment Management System for Computer Programming Students: AlgoBug,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85097665963&doi=10.1109%2fISMSIT50672.2020.9254480&partnerID=40&md5=dcb03896f43d48bd421370a3e7a3134c
IDE Interactions of Novices Transitioning Between Programming Environments,https://link.springer.com/10.1007/978-3-031-43393-1_54
A Review of Worked Examples in Programming Activities,https://doi.org/10.1145/3560266
Methods and tools for teaching programming at university,https://iopscience.iop.org/article/10.1088/1742-6596/1603/1/012021
Studying situated learning in a constructionist programming camp: A multimethod microgenetic analysis of one girl's learning pathway,https://doi.org/10.1145/2930674.2930725
Purpose-first Programming: A Programming Learning Approach for Learners who Care Most About What Code Achieves,https://doi.org/10.1145/3372782.3407102
Avoiding the Turing Tarpit: Learning Conversational Programming by Starting from Code’s Purpose,https://doi.org/10.1145/3411764.3445571
"Bringing ""High-level"" Down to Earth: Gaining Clarity in Conversational Programmer Learning Goals",https://doi.org/10.1145/3478431.3499370
A Study on the Relationship Between Heart Rate and Brain Waves During Programming Task in Several Experiments,https://doi.org/10.1145/3587828.3587876
Using workplace experiences for learning about affect and creative problem solving: Piloting a four-stage model for management education,https://www.sciencedirect.com/science/article/pii/S147281171400010X
On the Impact of Language Selection for Training and Evaluating Programming Language Models,https://ieeexplore.ieee.org/document/10356706/
The effects of the challenges in the transliteration of Persian names into English on the recall of retrieved results in the web of science,https://link.springer.com/10.1007/s11192-021-04234-0
Knowledge sharing through pair programming in learning environments: An empirical study,http://link.springer.com/10.1007/s10639-013-9285-5
A Real-Time Delay-Sensitive Communication Approach Based on Distributed Processing,http://ieeexplore.ieee.org/document/8055560/
Enhancing Confidence in Using Computational Thinking Skills via Playing a Serious Game: A Case Study to Increase Motivation in Learning Computer Programming,https://ieeexplore.ieee.org/document/9286386/
Design and development of bit arrow: a web-based programming learning environment,https://doi.org/10.1145/3290511.3290525
Natural Language Programming with TryPL,https://ieeexplore.ieee.org/document/9853848/
The role of anxiety when learning to program: a systematic review of the literature,https://doi.org/10.1145/2999541.2999557
LMS Moodle: Distance international education in cooperation of higher education institutions of different countries,http://link.springer.com/10.1007/s10639-016-9534-5
BlueJ-UML: Learning Object-Oriented Programming Paradigm Using Interactive Programming Environment,https://ieeexplore.ieee.org/document/8456188/
Programming learning requirements based on multi perspectives,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85021092809&doi=10.11591%2fijece.v7i3.pp1299-1307&partnerID=40&md5=976cab487eabe4a0f7edcd4e03a8c29c
Designing Usable Gamified Programming Learning Website,https://ieeexplore.ieee.org/document/8988818/
Gamification-based learning framework for a programming course,http://ieeexplore.ieee.org/document/8312377/
Methodology for developing gamification-based learning programming language framework,http://ieeexplore.ieee.org/document/8312378/
Towards E-Learning Support for Advanced PLC-Programming: Virtual Training Kit for a Sluice Controller with the poST Language,https://ieeexplore.ieee.org/document/9855157/
Problems of Learning Programming in Introductory Course,https://ieeexplore.ieee.org/document/8928390/
Spiraling computational theory into control with CS1,
An analysis of pre-service teachers' learning process in programming learning,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85081256871&doi=10.18517%2fijaseit.10.1.5723&partnerID=40&md5=4fe0045cbb208bb7e510c45d8ed7c01a
The influence of intro-extrovert personality types on learned helplessness in programming learning using training kit,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067358146&doi=10.13189%2fujer.2019.071506&partnerID=40&md5=22b08a4aaa4f18ade176d802768ca096
Effect of Block-Based Python Programming Environment on Programming Learning,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85174167265&doi=10.3390%2fapp131910898&partnerID=40&md5=47bd1f8fffe55bc8a52f5fb7b43b976c
Development and application of teaching-learning method for learning object-oriented concepts using arduino and physical etoys,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84906968654&partnerID=40&md5=ed179b8e93f11cbdefba68fa72d685b0
Assessing Cybersecurity Problem-Solving Skills and Creativity of Engineering Students Through Model-Eliciting Activities Using an Analytic Rubric,https://ieeexplore.ieee.org/document/10378650/
Converting Java Source Code for Programming Education Support Tool pgtracer,https://ieeexplore.ieee.org/document/9790732/
The automated system Steach. Space designed for Programming teaching,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85098080636&doi=10.1088%2f1742-6596%2f1691%2f1%2f012030&partnerID=40&md5=c99ef60f0a99a571aaf9222d6ee65842
Combining the Knowledge of Experienced Programmers to Extract Useful Web Resources for Solving Programming Tasks,https://doi.org/10.1145/3604571.3604575
Application of programming learning support system to object-oriented language,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85077715719&partnerID=40&md5=85bad5689a10055bc89b67a50212db69
A learning support system for understanding pointers in C language based on program behavior visualization,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060012758&partnerID=40&md5=7d4a3a3224b596d44c63e4b19f580775
Intelligent learning support for reusability oriented knowledge organization in programming learning a model of problem-solving process based on function–behavior–structure aspects,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85090522789&doi=10.1527%2ftjsai.35-5_C-J82&partnerID=40&md5=543dadfb9ea43e7f4b6ff8c357c763ef
Analysis of awareness of academicians and graduate students about digital product copyrights with chi-squared automatic interaction detector,https://link.springer.com/10.1007/s10639-022-11142-0
Item response analysis of computational thinking practices: Test characteristics and students’ learning abilities in visual programming contexts,https://www.sciencedirect.com/science/article/pii/S074756322100159X
Investigating primary school principals’ programming perception and support from the perspective of reasoned action: A mixed methods approach,https://www.sciencedirect.com/science/article/pii/S0360131521001445
Online Judgment System for Assessing C Program Structure,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85137131695&doi=10.6688%2fJISE.202203_38%282%29.0001&partnerID=40&md5=eb8bacccc9997347604cfd4f93fe04cf
Towards language-to-language transformation,https://link.springer.com/10.1007/s10009-021-00630-2
Selection of available GIS software for education of students of telecommunications engineering by AHP methodology,https://link.springer.com/10.1007/s10639-023-12031-w
Effect of software development course on programming self-efficacy,https://link.springer.com/10.1007/s10639-023-11617-8
Battery-free MakeCode: Accessible Programming for Intermittent Computing,https://dl.acm.org/doi/10.1145/3517236
On the formation of very high competencies in bachelor’s degree students using information and communication technologies,http://link.springer.com/10.3103/S0147688217020046
Continual Learning via Dynamic Programming,https://ieeexplore.ieee.org/document/9956042/
The Effect of Feedback During Training Sessions on Learning Pattern-Recognition-Based Prosthesis Control,https://ieeexplore.ieee.org/document/8807228/
Python programming code for stellar photometry in astrophysics teaching on a cloud computing service,https://iopscience.iop.org/article/10.1088/1742-6596/2431/1/012038
TEACHING METHOD REFORM OF PYTHON LANGUAGE PROGRAMMING COURSE BASED ON MINIMUM KNOWLEDGE SETS,http://www.actapress.com/PaperInfo.aspx?paperId=45850
Research on the improvement of python language programming course teaching methods based on visualization,http://ieeexplore.ieee.org/document/8085571/
Solvelets: Tutors to Practice the Process of Programming,https://dl.acm.org/doi/10.1145/3502718.3524811
Research-oriented teaching of PDC topics in integration with other undergraduate courses at multiple levels: A multi-year report,https://www.sciencedirect.com/science/article/pii/S0743731517300102
Teaching High Productivity and High Performance in an Introductory Parallel Programming Course,https://ieeexplore.ieee.org/document/9681375/
The Impact of Different Teaching Approaches and Languages on Student Learning of Introductory Programming Concepts,https://dl.acm.org/doi/10.1145/2785807
Adaptive teaching of flipped classroom combined with concept map learning diagnosis- an example of programming design course,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85144915061&doi=10.1007%2fs10639-022-11540-4&partnerID=40&md5=d82e2e5a55ca685343ee11d1772ea9b5
Flipped classroom combined with WPACQ learning mode on student learning effect - exemplified by program design courses,https://link.springer.com/10.1007/s10639-023-12384-2
Error-Free 2d Pictogrammic Syntax in a Programming Learning Environment for Preschool Children,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85148001094&doi=10.1007%2f978-3-031-21435-6_54&partnerID=40&md5=3c8fb9ff9c5ff11f4c95889d545d577a
Computational thinking: an analysis through structured programming using Scratch,http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1851-75872023000100010〈=pt
A proposal of code completion problem for java programming learning assistant system,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85049252144&doi=10.1007%2f978-3-319-93659-8_78&partnerID=40&md5=7c9ad70c71c9c2cebe0290113cac8c32
A study of element fill-in-blank problems for c programming learning assistant system,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85110423570&doi=10.18178%2fijiet.2021.11.6.1520&partnerID=40&md5=9a97847edffcdbd0c56ccfb21e88e408
Web-Server Implementation of Code Completion Problem for Java Programming Learning Assistant System,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85080109246&doi=10.1109%2fICCE-TW46550.2019.8991871&partnerID=40&md5=e3ad4067e07496434276022f3183ca7e
A proposal of code amendment problem in java programming learning assistant system,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85090555720&doi=10.18178%2fijiet.2020.10.10.1453&partnerID=40&md5=ca375c892f8e0502326760eda017f16c
A code completion problem in java programming learning assistant system,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089798700&partnerID=40&md5=56a3d75fd70db7ea70688d379f687031
Block-C: A block-based programming teaching tool to facilitate introductory C programming courses,http://ieeexplore.ieee.org/document/7942903/
"A new, evidence-based, theory for knowledge reuse in security risk analysis",https://link.springer.com/10.1007/s10664-023-10321-y
Supporting Co-Regulation and Motivation in Learning Programming in Online Classrooms,https://doi.org/10.1145/3610089
Supporting Collaboration in Introductory Programming Classes Taught in Hybrid Mode: A Participatory Design Study,https://doi.org/10.1145/3563657.3596042
The Effectiveness of Block-Based Programming Learning on the Problem-Solving Skills of the Freshmen,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85150968403&doi=10.1007%2f978-981-19-9582-8_45&partnerID=40&md5=69300d26e9e7578016ea3760f1d1c540
Robust Discriminant Regression for Feature Extraction,https://ieeexplore.ieee.org/document/8063375/
